ability|cognition,knowledge,power,quality|inability
permissive|bailable,indulgent,lenient,soft|preventive
permit|accept,allow,consent,countenance,empowerment,instrument,license,permission,permit,pompano,tolerate|disallow
piece|assemble,bushel,case,composition,conjoin,create,creation,distance,doctor,example,firearm,helping,instance,item,join,make,mend,music,nibble,opus,part,patch,percentage,pick,portion,repair,restore,serving,share,slice,spell,splice,tack,thing,time,while|disassemble
piety|piousness|impiety
pious|devotional,devout,god-fearing,godly,pharisaic,prayerful,religious,reverent,sacred,unworldly,virtuous,worshipful|impious
piously|devoutly|impiously
piousness|piety|impiety
place|abode,approximate,area,assign,base,berth,billet,business,cognition,commit,condition,delegate,depute,designate,determine,direct,displace,drop,estimate,evaluate,expanse,expend,function,gauge,grade,guess,home,identify,invest,item,judge,knowledge,lieu,line,locality,localize,locate,move,neighborhood,occupation,office,order,part,passage,piazza,place,plaza,point,pose,position,post,present,property,race,range,rank,rate,represent,residence,role,seat,send,sing,site,situate,situation,space,spend,spot,square,stage,station,status,stead,take,target,train,vicinity|divest
pleasantly|agreeably,cheerily,enjoyably|disagreeably,unpleasantly
plebeian|common,commoner,lowborn,middle-class,unwashed,vulgar|proletarian,patrician
politely|courteously|impolitely
poor|beggarly,broke,bust,deficient,destitute,hapless,hardscrabble,impecunious,impoverished,inadequate,indigent,insufficient,mean,miserable,needy,pathetic,penniless,penurious,people,pinched,piteous,pitiable,pitiful,short,slummy,unfortunate,wretched|rich
positive|advantageous,affirmative,certain,cocksure,confident,constructive,convinced,empiricism,film,formal,irrefutable,optimistic,plus,supportive,sure,undeniable|negative,neutral
positiveness|advantage,amount,polarity,quality,sign,vantage|negativeness,negativity
postnatal|postpartum|prenatal
postpartum|postnatal|prenatal
potency|authority,control,dominance,possibility,potential,potentiality,power,say-so,strength|impotence,impotency
precisely|exactly,incisively,just|inexactly,imprecisely
preciseness|clarity,clearness,exactitude,exactness,limpidity,lucidity,lucidness,precision|imprecision
precision|exactitude,exactness,preciseness|imprecision
present|acquaint,allocate,apportion,attendant,award,comprise,confront,constitute,deliver,demo,demonstrate,exhibit,existing,face,gift,give,greet,here,immediate,inform,instant,interpret,introduce,latter-day,mouth,nowadays,omnipresent,portray,pose,present,re-create,recognize,represent,salute,show,speak,stage,state,submit,talk,tell,tense,time,ubiquitous,utter,verbalize|future,past
pressurize|adjust,alter,change,correct,hold,keep,maintain,modify,supercharge|depressurize
preventative|curative,cure,deterrent,device,encumbrance,frustrating,healthful,hindrance,hitch,impediment,impedimenta,interference,obstruction,obstructive,preemptive,preventive,prohibitive,prohibitory,prophylactic,protective,remedy,therapeutic|permissive
preventive|cautionary,curative,cure,deterrent,device,encumbrance,frustrating,healthful,hindrance,hitch,impediment,impedimenta,interference,obstruction,obstructive,preemptive,preventative,prohibitive,prohibitory,prophylactic,protective,remedy,therapeutic|permissive
pride|congratulate,experience,feel,feeling,plume,satisfaction,trait|humility
prize|accolade,appreciate,award,booty,choice,consider,esteem,gift,honor,jimmy,laurels,lever,loot,open,pillage,plunder,prime,quality,reckon,regard,respect,select,superior,swag,treasure,trophy,value,view|disesteem,disrespect
productive|arable,bearing,creative,cultivable,fecund,fertile,fruitful,generative,profitable,prolific,rich,successful,tillable|unproductive,consumptive
productively|fruitfully,profitably|unprofitably,fruitlessly
profane|alter,assail,assault,attack,blasphemous,blue,change,corrupt,debase,debauch,demoralize,deprave,desecrate,dirty,earthly,impious,irreverent,misdirect,modify,outrage,pervert,sacrilegious,secular,subvert,temporal,unhallowed,unholy,violate,vitiate,worldly|sacred
professional|adult,athlete,authority,business,grownup,jock,line,master,occupation,paid,professed,vocation,white-collar|amateur
profit|acquire,advantage,benefit,clear,earn,earnings,gain,income,lucre,make,profits,realize,vantage|lose
profitable|advantageous,bankable,economic,fruitful,gainful,juicy,lucrative,moneymaking,paid,productive,remunerative,rewarding,useful|unprofitable
profitably|fruitfully,productively|unprofitably,fruitlessly
profound|deep,fundamental,heavy,important,intense,scholarly,significant,sound,thoughtful,unplumbed|superficial
profoundness|abstruseness,astuteness,deepness,depth,profundity,sapience,wisdom|shallowness
profundity|abstruseness,astuteness,deepness,depth,profoundness,sapience,wisdom|shallowness
progress|advance,advancement,build,develop,development,motion,move,movement,procession,progression,travel|recede,regress
progressive|active,adult,advanced,forward,graduated,grownup,imperfect,increasing,industrial,innovative,liberal,modern,proportional,tense|regressive,conservative
prohibit|command,compel,disallow,forbid,interdict,proscribe,require,veto|allow
proletarian|commoner,lowborn,lower-class,worker|patrician,plebeian
propriety|behavior,conduct,demeanor,deportment|impropriety
proscribe|command,compel,disallow,forbid,interdict,prohibit,require,veto|allow,permit
provincial|bucolic,functionary,hick,insular,jerkwater,official,parochial,peasant,pokey,poky,rustic|cosmopolitan
proximate|close,immediate|ultimate
prudence|discernment,discreetness,discretion,judgement,judgment,sagacity|imprudence
prudent|careful,circumspect,discreet,heady,judicious,provident,prudential,responsible,wise|imprudent
public|body,common,national,open,overt,people,populace,unrestricted,world|private
pull|actuation,advantage,aspiration,attract,back,bust,clout,commit,device,displace,drag,draw,drive,effort,endorse,exertion,extract,force,harm,hurt,indorse,inhalation,injure,injury,inspiration,move,perpetrate,pluck,propulsion,puff,pull,rein,remove,rend,rive,root,rupture,side,snap,strip,support,sweat,take,tear,trauma,travail,twist,vantage,withdraw,wound,wrench|repel
pureness|chastity,condition,honor,innocence,purity,status,virtue,whiteness|impurity
purge|acquit,alter,barf,cast,change,chuck,cleaning,cleanup,clear,clearing,discharge,disgorge,distill,eliminate,excrete,exculpate,exonerate,flush,honk,modify,oppress,pass,persecute,puke,purify,regurgitate,retch,rinse,sanctify,scour,sick,spew,sublimate,treat,upchuck,vomit|rehabilitate
purity|chastity,condition,honor,innocence,pureness,status,virtue,whiteness|impurity
purposeful|businesslike,earnest,meaningful,resolute|purposeless
purposeless|adrift,afloat,aimless,desultory,meaningless,pointless,rudderless,senseless|purposeful
purposely|advisedly,deliberately|accidentally
push|actuation,advance,advancement,advertise,agitate,approach,button,campaign,crowd,crusade,deal,displace,drive,energy,exhort,fight,force,labor,move,near,praise,press,procession,progress,progression,promote,propulsion,push,pushing,sell,struggle,switch,thrust,trade,travel,urge|pull
quadruped|four-footed,quadrupedal|biped,bipedal
quadrupedal|four-footed,quadruped|biped,bipedal
quantitative|amount,decimal,duodecimal,numeric,numerical,quantifiable,valued|syllabic,accentual
queen|challenger,chessman,competition,competitor,contender,faggot,fagot,fairy,insect,king,pansy,poof,promote,queer,rival,tabby,world-beater|king
quiet|calm,calmness,comfort,composure,console,equanimity,hush,hushed,inaudible,lull,muted,noiseless,order,peaceful,placid,placidity,quiescent,quietly,relaxing,repose,reposeful,restful,restrained,serenity,silence,silent,slumberous,slumbrous,smooth,soft,solace,soothe,soundless,still,subdued,tame,tiptoe,tranquil,tranquility,tranquilize,tranquillity,tranquillize,unruffled,untroubled|sound,agitate,noisy,unquiet
quietly|quiet,restfully,softly|noisily,loudly
quit|abandon,cease,depart,discontinue,leave,relinquish,renounce,resign,stop|stay,continue,enter
ravel|composer,damage,disentangle,entwine,harm,impairment,interlace,intertwine,knot,lace,ladder,tangle,twine,unravel,unsnarl|unravel
ravish|assail,assault,attack,delight,dishonor,enchant,enrapture,enthral,enthrall,outrage,please,rape,transport,violate|disenchant
rawness|damp,dampness,ignorance,inexperience,integrity,moistness,pain,soreness,tenderness,unity,wholeness|completeness,experience
raze|destroy,destruct,dismantle,level|raise
readability|legibility|illegibility
ready|alter,available,change,cook,intelligent,make,modify,preparation,prepare,prepared,preparedness,prompt,quick,readiness,ripe,waiting,willing|unready
ready-made|artefact,artifact,cliched,made,off-the-rack,prefab,unoriginal|custom-made
real|actual,coin,concrete,existent,factual,genuine,historical,imaginary,literal,material,proper,rattling,realistic,really,serious,sincere,substantial,tangible,true,very|unreal,nominal
realism|actuality,naturalism,practicality,pragmatism,reality,realness|unreality
reasonably|fairly,middling,moderately,passably,sanely,sensibly,somewhat|immoderately,unreasonably
reassure|assure,calm,lull,quiet,still,tranquilize,tranquillize|worry
recall|abrogation,annulment,call,callback,cancel,center,concentrate,denote,echo,focus,memory,pore,recollect,recollection,refer,remember,reminiscence,repeal,request,resemble,retrieve,return,rivet,take,think,withdraw|forget,issue
recede|change,lose,move,recede,regress,retire,retreat,retrograde,retrogress,travel,withdraw|advance,gain
received|acceptable,accepted,conventional,standard|nonstandard
recessive|allele,recessionary|dominant
recollect|recall,remember,retrieve,think|forget
record|achievement,attainment,book,commemorate,disc,disk,document,enter,evidence,fact,immortalize,indicate,list,listing,memorialize,number,platter,preserve,read,record,register,remind,save,show,tape|erase
recover|acquire,ameliorate,better,convalesce,cover,find,improve,meliorate,reclaim,recoup,recuperate,recycle,regain,regress,reprocess,retrieve,return,reuse,revert|deteriorate
recreate|animate,arouse,brace,cheer,create,embolden,encourage,energize,hearten,make,play,quicken,reanimate,renovate,repair,revive,revivify,stimulate,vivify|dishearten
rectifiable|maintainable,reparable|irreparable
rectify|alter,amend,ascertain,change,commute,convert,correct,determine,distill,exchange,find,modify,purify,reclaim,rectify,refine,reform,regenerate,remedy,repair,reverse,right,sublimate,turn|falsify
recto|page|verso
recuperate|acquire,ameliorate,better,convalesce,cure,heal,improve,meliorate,recoup,recover,regress,return,revert|deteriorate
redress|alter,amends,change,compensate,compensation,correct,correction,damages,indemnity,modify,remediation,remedy,restitution,right|wrong
reduce|abbreviate,abridge,become,bound,break,bump,change,concentrate,confine,contract,crush,decrease,degrade,demean,demote,dilute,diminish,disgrace,divide,fall,foreshorten,impoverish,lessen,limit,oppress,part,quash,reduce,relegate,replace,repress,restrain,restrict,separate,shorten,shrink,simplify,slenderize,slim,subdue,subjugate,substitute,suppress,thin,throttle,tighten,trammel,trim,turn,weaken|expand,gain,oxidize
reduction|change,decrease,diminution,reaction,step-down|increase
refined|civilized,cultivated,cultured,dainty,debonair,delicate,elegant,fastidious,finespun,genteel,gentlemanly,graceful,gracious,ladylike,mincing,neat,overrefined,polished,polite,prim,pure,suave,sublimate,superfine,svelte,tasteful,urbane,well-bred|unrefined
refrain|abstain,chorus,desist,forbear,music|consume
refresh|alter,change,freshen,modify,recall,recollect,regenerate,remember,renew,retrieve,review,think|tire
refuse|decline,defy,deny,elude,escape,garbage,keep,react,reject,resist,respond,scraps,waste|accept,allow,admit
regain|acquire,find,recover,retrieve|lose
regard|affect,affection,attention,attitude,believe,compliments,conceive,concern,consider,detail,esteem,fondness,gaze,greeting,heart,heed,honor,involve,item,laurels,look,pertain,point,reckon,refer,relate,respect,salutation,stare,tenderness,think,touch,view,warmness,wish|disesteem,disrespect
regrettably|alas,unluckily|luckily,fortunately
regulate|adjust,baffle,bound,cause,confine,correct,decide,determine,govern,influence,limit,make,modulate,mold,order,regularize,restrain,restrict,shape,throttle,trammel|deregulate
rehabilitate|reconstruct,reinstate,restore|purge
reject|cull,decline,disapprove,disdain,eliminate,evaluate,judge,pooh-pooh,react,refuse,resist,respond,scorn,spurn|approve,accept,admit
rejection|situation|acceptance
relax|affect,alter,behave,change,decompress,decrease,lessen,loose,loosen,modify,slack,slacken,turn,unbend,unwind,weaken|strain,tense
release|achievement,action,activity,announcement,bare,button,channel,channelize,conclusion,death,decease,departure,device,discharge,dismissal,eject,ending,exit,expel,expiration,exude,flow,free,give,going,hand,handout,instrument,issue,liberate,liberation,loose,loss,merchandise,ooze,outlet,pass,passing,product,promulgation,publicize,publish,reach,relinquish,resign,sack,sacking,secrete,spill,spillage,stream,supply,termination,transfer,transmit,transport,turn,unblock,unfreeze,unloose,unloosen,vent,waiver,ware|freeze,block
reliable|authentic,certain,dependable,honest,sure,tried,trustworthy,trusty,undeviating|undependable,unreliable
reliably|dependably,faithfully|unreliably
rely|bank,believe,swear,trust|mistrust,distrust
repentant|ashamed,contrite,penitent,penitential,regretful,remorseful,rueful,sorry|unrepentant,impenitent
resident|denizen,doctor,dweller,inhabitant,nonmigratory,occupant,occupier,physician|migratory,nonresident
resist|balk,contradict,controvert,defend,defy,disobey,dissent,elude,escape,fend,fight,oppose,protest,react,refuse,reject,respond,stand,withstand|surrender
resistless|inactive,irresistible,overpowering,overwhelming,passive,supine|resistible
resolute|bent,brave,courageous,decisive,desperate,determined,firm,foursquare,purposeful,resolved,spartan,stalwart,steadfast,steady,stiff,stout,undaunted,undeterred,undismayed,unfaltering,unhesitating,unshakable,unshaken,unwavering|irresolute
resolutely|decisively|indecisively,irresolutely
resolution|answer,breakdown,closure,conclusion,decision,declaration,document,finding,firmness,harmony,papers,remission,resoluteness,resolve,result,settlement,solution,solvent,statement,subsidence,trait|preparation
